Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1QV6tiMFM6fSOKOGLMHYYg,"Poker Face","The Fame","Lady Gaga",2008-01-01,237200,89,true,204029,2019-02-24T13:55:24Z,"art pop,pop","Streamline/Interscope",0.851,0.806,4,-4.618,1,0.0787,0.119,0.00000172,0.121,0.774,119.001,4
spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,"TiK ToK","Animal (Expanded Edition)","Kesha",2010-01-01,199693,87,false,204029,2019-02-24T13:55:48Z,"","RCA Records Label",0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,4
spotify:track:3hlksXnvbKogFdPbpO9vel,"Super Bass","Pink Friday (Complete Edition)","Nicki Minaj",2010-11-22,200013,82,true,204029,2022-07-10T11:42:30Z,"","Nicki Minaj/Cash Money",0.723,0.86,11,-4.357,1,0.203,0.271,0.00000456,0.598,0.667,126.979,4
spotify:track:3avYqdwHKEq8beXbeWCKqJ,"Last Friday Night (T.G.I.F.)","Teenage Dream","Katy Perry",2010-01-01,230733,81,false,204029,2022-07-10T11:42:10Z,"pop","Capitol Records",0.652,0.81,3,-3.789,0,0.0406,0.00129,0.0000291,0.667,0.732,126.022,4
spotify:track:1qk9ujVgudgU8CyhKOx8ji,"Somebody That I Used To Know","Making Mirrors","Gotye,Kimbra",2011-01-01,244893,67,false,204029,2019-02-24T13:56:34Z,"","Universal Music Australia Pty. Ltd.",0.864,0.515,0,-6.967,1,0.0367,0.571,0.0000792,0.0947,0.755,129.048,4
spotify:track:1CmUZGtH29Kx36C1Hleqlz,"Thrift Shop (feat. Wanz)","Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Wanz",2013-01-14,235613,68,true,204029,2019-02-24T13:57:06Z,"g-funk","Macklemore",0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,4
spotify:track:2ygMBIctKIAfbEBcT9065L,"Pump It","Monkey Business","Black Eyed Peas",2005-01-01,213066,83,true,204029,2022-08-05T14:25:49Z,"","Interscope",0.648,0.931,1,-3.15,0,0.181,0.00937,0,0.752,0.744,153.649,4
spotify:track:6NPVjNh8Jhru9xOmyQigds,"Happy","Despicable Me 2 (Original Motion Picture Soundtrack)","Pharrell Williams",2013-06-18,233305,9,false,204029,2019-02-24T13:57:20Z,"","Back Lot Music",0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,4
spotify:track:0nrRP2bk19rLc0orkWPQk2,"Wake Me Up","True","Avicii",2013-01-01,247426,89,false,204029,2022-07-10T11:42:44Z,"edm","Universal Music AB",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
spotify:track:32OlwWuMpZ6b0aN2RZOeMS,"Uptown Funk (feat. Bruno Mars)","Uptown Special","Mark Ronson,Bruno Mars",2015-01-12,269666,88,false,204029,2019-02-24T13:57:31Z,"","Columbia",0.856,0.609,0,-7.223,1,0.0824,0.00801,0.0000815,0.0344,0.928,114.988,4
spotify:track:50kpGaPAhYJ3sGmk6vplg0,"Love Yourself","Purpose (Deluxe)","Justin Bieber",2015-11-13,233720,87,false,204029,2019-02-24T13:59:16Z,"","RBMG/Def Jam",0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.43,4
spotify:track:2JzZzZUQj3Qff7wapcbKjc,"See You Again (feat. Charlie Puth)","See You Again (feat. Charlie Puth)","Wiz Khalifa,Charlie Puth",2015,229525,84,false,204029,2022-07-11T11:59:13Z,"rap,soft pop,pop","Atlantic Records",0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,4
spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,"Feel This Moment (feat. Christina Aguilera)","Global Warming: Meltdown (Deluxe Version)","Pitbull,Christina Aguilera",2012,229506,85,false,204029,2022-07-10T11:42:53Z,"","Mr.305/Polo Grounds Music/RCA Records",0.673,0.758,7,-3.632,1,0.158,0.039,0,0.341,0.542,135.956,4
spotify:track:6rPO02ozF3bM7NnOV4h6s2,"Despacito - Remix","Despacito Feat. Justin Bieber (Remix)","Luis Fonsi,Daddy Yankee,Justin Bieber",2017-04-17,228826,74,false,204029,2019-02-24T13:59:26Z,"latin,reggaeton","Republic/UMLE",0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.085,4
spotify:track:6hI81y67DVMorZhXVL62mp,"Pumped Up Kicks","2010s Hits","Foster The People",2018-04-27,238046,0,false,204029,2019-02-24T14:13:23Z,"","Sony Music CG",0.752,0.644,5,-6.903,0,0.0293,0.18,0.157,0.0883,0.946,128.145,4
spotify:track:1Eck97uRMlprKOOJN9oO1E,"Good Life (with G-Eazy & Kehlani)","Good Life (with G-Eazy & Kehlani)","G-Eazy,Kehlani",2017-03-16,225525,60,false,204029,2019-02-24T21:33:56Z,"","Artist Partner",0.565,0.771,1,-5.22,1,0.213,0.00464,0,0.0568,0.573,168.385,4
spotify:track:7eBqSVxrzQZtK2mmgRG6lC,"Murder on My Mind","I AM YOU","YNW Melly",2018-08-03,268434,81,true,204029,2019-02-27T22:21:18Z,"melodic rap","P2018",0.759,0.73,0,-7.985,0,0.0516,0.145,0.00000306,0.11,0.74,115.007,4
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,"My Songs Know What You Did In The Dark (Light Em Up)","Save Rock And Roll","Fall Out Boy",2013-04-12,186826,65,false,204029,2019-02-28T13:21:37Z,"emo,pop punk","Island Records",0.557,0.924,9,-4.341,0,0.064,0.0271,0.00000332,0.537,0.566,151.988,4
spotify:track:23L5CiUhw2jV1OIMwthR3S,"In the Name of Love","In the Name of Love","Martin Garrix,Bebe Rexha",2016-07-29,195706,81,false,204029,2019-03-03T11:45:43Z,"edm,electronica,progressive house","Epic Amsterdam",0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,4
spotify:track:2tJulUYLDKOg9XrtVkMgcJ,"Grenade","Doo-Wops & Hooligans","Bruno Mars",2010-05-11,222091,79,false,204029,2019-03-03T11:46:29Z,"","Atlantic Records",0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4
spotify:track:4pbJqGIASGPr0ZpGpnWkDn,"We Will Rock You - Remastered 2011","News Of The World (2011 Remaster)","Queen",1977-10-28,122066,80,false,204029,2019-03-03T11:50:35Z,"classic rock,rock,glam rock","EMI",0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,4
spotify:track:3ao5U0ksMLvgSoJqOpsgmv,"Oh Nanana","Oh Nanana","Bonde R300",2017-03-22,217891,57,true,204029,2019-03-04T12:05:01Z,"funk,brazilian funk","Granfino produções",0.606,0.536,1,-2.431,0,0.53,0.0506,0,0.0938,0.614,172.335,5
spotify:track:4y3OI86AEP6PQoDE6olYhO,"Sucker","Sucker","Jonas Brothers",2019-03-01,181040,4,false,204029,2019-03-04T12:05:11Z,"","Jonas Brothers Recording",0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4
spotify:track:2CEgGE6aESpnmtfiZwYlbV,"Dynamite","The Rokstarr Hits Collection","Taio Cruz",2010-01-01,202613,78,false,204029,2019-03-05T12:37:23Z,"","Universal-Island Records Ltd.",0.751,0.781,4,-3.724,1,0.0862,0.0039,0,0.036,0.814,119.977,4
spotify:track:0UmXSUCoE2I67n8ERd0Hdi,"Boom Boom","Live By The Words","Justice Crew",2012,187026,52,false,204029,2022-08-05T14:26:14Z,"","Sony Music Entertainment",0.81,0.828,6,-4.14,1,0.117,0.153,0.00000123,0.0852,0.87,125.921,4
spotify:track:3iJTbZDSnZ676y5qObWDm0,"Since U Been Gone","Since U Been Gone","Kelly Clarkson",2005-01-01,188960,49,false,204029,2019-03-05T12:37:40Z,"christmas","RCA Records Label",0.664,0.741,0,-5.391,1,0.0343,0.00169,0.0502,0.113,0.409,131.006,4
spotify:track:2yiZyjMEByt9sJBZWnWaDR,"Bye Bye Bye","Greatest Hits","*NSYNC",2005-10-21,199640,49,false,204029,2019-03-05T12:40:02Z,"","Jive",0.571,0.87,8,-3.877,0,0.0644,0.0198,0.00000657,0.0564,0.811,172.716,4
spotify:track:0eqH0ALoDQevq59YcQ53KE,"Hollaback Girl","Love. Angel. Music. Baby.","Gwen Stefani",2004-11-12,199853,74,true,204029,2019-03-05T12:40:40Z,"","Interscope",0.926,0.916,10,-2.221,0,0.0929,0.35,0.00000601,0.0234,0.904,110.009,4
spotify:track:5vQXxfGn1bjv5WESrYVVpw,"Just Dance","Just Dance","Lady Gaga,Colby O'Donis",2008-01-01,244440,47,false,204029,2019-03-05T12:41:06Z,"art pop,pop","Streamline/Interscope",0.821,0.741,1,-4.57,0,0.0313,0.0278,0.0000251,0.19,0.741,118.984,4
spotify:track:1VA38sp5Jr6vWxgoIcnxKN,"Just A Girl","Tragic Kingdom","No Doubt",1995-10-10,208400,1,false,204029,2019-03-10T05:22:25Z,"","Trauma",0.641,0.914,2,-4.798,1,0.05,0.0799,0.0000654,0.132,0.723,107.996,4
spotify:track:2mSc8PnYodyYi3SkdfU4jT,"It Wasn't Me","Hot Shot (International Version #2)","Shaggy,Rik Rok",2000,227600,5,false,204029,2019-03-14T09:02:58Z,"reggae,dancehall,riddim,lovers rock,ragga","Polydor",0.853,0.611,0,-4.678,1,0.07,0.0645,0,0.319,0.687,94.752,4
spotify:track:2oENJa1T33GJ0w8dC167G4,"Fire Burning","Tomorrow","Sean Kingston",2009-09-07,239986,78,false,204029,2022-07-10T11:43:35Z,"","Epic/Beluga Heights",0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.331,0.888,122.973,4
spotify:track:74X1epeRufHckhuX1KFD04,"Hallelujah","Grace (Legacy Edition)","Jeff Buckley",1994,413320,1,false,204029,2019-03-14T09:06:57Z,"","Columbia/Legacy",0.339,0.143,0,-10.78,1,0.0317,0.921,0.000636,0.372,0.0948,101.213,3
spotify:track:3Du2K5dLzmduCNp6uwuaL0,"Sorry Not Sorry","Tell Me You Love Me","Demi Lovato",2017-09-29,203760,1,true,204029,2019-03-17T02:54:28Z,"","Demi LP2 - Island/Hollywood",0.702,0.635,11,-6.917,0,0.265,0.0223,0,0.283,0.873,144.004,4
spotify:track:1V6gIisPpYqgFeWbMLI0bA,"Heart Attack","Demi","Demi Lovato",2013-01-01,210840,82,false,204029,2019-03-17T02:54:42Z,"","Hollywood Records",0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,4
spotify:track:6I9VzXrHxO9rA9A5euc8Ak,"Toxic","In The Zone","Britney Spears",2003-11-13,198800,87,false,204029,2019-03-19T22:20:17Z,"pop","Jive",0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
spotify:track:3k2BPNEReUDyhWt5zGOxlh,"Keep Your Head Up","Andy Grammer","Andy Grammer",2011,190493,1,false,204029,2019-03-22T22:26:45Z,"","Liberator Music",0.671,0.773,0,-5.225,1,0.0373,0.0455,0,0.0876,0.758,90.012,4
spotify:track:0TDLuuLlV54CkRRUOahJb4,"Titanium (feat. Sia)","Nothing but the Beat (Ultimate Edition)","David Guetta,Sia",2012-12-07,245040,85,false,204029,2019-03-24T11:27:21Z,"edm,dance","Parlophone (France)",0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4
spotify:track:53CJANUxooaqGOtdsBTh7O,"Old Town Road","Old Town Road","Lil Nas X",2019-03-14,113013,21,false,204029,2019-03-24T22:05:52Z,"","Columbia",0.908,0.517,1,-6.063,1,0.129,0.0361,0.00000173,0.0949,0.471,136.019,4
spotify:track:7dt6x5M1jzdTEt8oCbisTK,"Better Now","beerbongs & bentleys","Post Malone",2018-04-27,231266,82,true,204029,2019-03-26T12:10:56Z,"","Republic Records",0.674,0.578,10,-5.804,1,0.0408,0.331,0,0.135,0.34,145.07,4
spotify:track:4UuHWIkAWnN176A2rx7YFB,"1985","A Hangover You Don't Deserve","Bowling For Soup",2004-09-11,193000,54,false,204029,2019-03-26T12:11:36Z,"pop punk,punk","Jive",0.607,0.878,4,-4.422,1,0.0665,0.000246,0,0.337,0.853,119.955,4
spotify:track:0BRHnOFm6sjxN1i9LJrUDu,"The Anthem","The Young and The Hopeless","Good Charlotte",2002-10-04,175093,77,false,204029,2019-03-26T12:15:27Z,"pop punk,punk,emo","Epic/Daylight",0.494,0.939,1,-3.127,1,0.126,0.00666,0,0.139,0.893,177.751,4
spotify:track:3OB5BAGCGtnEYHRh7B6UH9,"Year 3000","S.O.S","Jonas Brothers",2007-01-01,201346,0,false,204029,2019-03-27T11:52:17Z,"","Universal Music",0.657,0.854,11,-5.819,1,0.0454,0.00503,0,0.435,0.743,106.964,4
spotify:track:6fujklziTHa8uoM5OQSfIo,"Black Beatles","SremmLife 2 (Deluxe)","Rae Sremmurd,Gucci Mane",2016-08-12,291893,79,true,204029,2019-03-31T12:16:48Z,"southern hip hop,rap,trap","Mike WiLL Made-It",0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,4
spotify:track:56cswAa9WdFBsjsTyPBAKA,"Bad Things - With Camila Cabello","Bad Things","mgk,Camila Cabello",2016-10-14,239280,0,false,204029,2019-04-02T12:26:50Z,"","Bad Boy / Interscope",0.674,0.694,2,-4.739,1,0.129,0.223,0,0.183,0.242,137.839,4
spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,"Say Something","Is There Anybody Out There?","A Great Big World,Christina Aguilera",2014-01-20,229400,72,false,204029,2019-04-03T22:04:54Z,"","Epic",0.407,0.147,2,-8.822,1,0.0355,0.857,0.00000289,0.0913,0.0765,141.284,3
spotify:track:4SSnFejRGlZikf02HLewEF,"bury a friend","WHEN WE ALL FALL ASLEEP WHERE DO WE GO?","Billie Eilish",2019-03-29,193143,78,false,204029,2019-04-06T02:12:30Z,"","Darkroom/Interscope Records",0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4
spotify:track:53b7YqVw2Vc1oRrYeOm7z7,"Heartbeat Song","Heartbeat Song","Kelly Clarkson",2015-01-12,198693,1,false,204029,2019-04-06T02:14:27Z,"christmas","RCA Records Label",0.5,0.791,6,-3.711,1,0.0505,0.012,0,0.0645,0.444,149.093,4
spotify:track:6OZh916QF8XNunWaP97WEZ,"Fast Car","Fast Car","Jonas Blue,Dakota",2015-12-04,212424,5,false,204029,2019-04-06T02:15:18Z,"tropical house","Universal Music Group",0.459,0.587,9,-6.983,1,0.0785,0.453,0,0.307,0.581,113.901,4
spotify:track:1kPpge9JDLpcj15qgrPbYX,"Good Time","The Midsummer Station","Owl City,Carly Rae Jepsen",2012-08-17,205933,80,false,204029,2019-04-11T12:07:14Z,"","Universal Records",0.56,0.872,3,-4.269,1,0.14,0.0239,0.00000698,0.371,0.682,126.05,4
spotify:track:27rdGxbavYJeBphck5MZAF,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson,Miley Cyrus",2018-11-30,217466,73,false,204029,2019-04-12T14:45:34Z,"","Columbia",0.601,0.794,7,-5.844,0,0.0671,0.00987,0.00000136,0.388,0.244,114.066,4
spotify:track:3DamFFqW32WihKkTVlwTYQ,"Fireflies","Ocean Eyes","Owl City",2009-01-01,228346,81,false,204029,2019-04-12T14:50:13Z,"","Universal Records",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
spotify:track:5ZkAx8zjLiSs1nMmBwJoZS,"When Can I See You Again? - From Wreck-It Ralph/Soundtrack Version","Wreck-It Ralph","Owl City",2012-01-01,218093,70,false,204029,2019-04-12T14:50:23Z,"","Walt Disney Records",0.638,0.831,11,-6.812,0,0.081,0.0263,0,0.0491,0.388,127.975,4
spotify:track:2bLqfJjuC5syrsgDsZfGmn,"The Way I Are","Shock Value","Timbaland,Keri Hilson,D.O.E.",2007-01-01,179120,86,false,204029,2022-07-11T12:00:41Z,"","Interscope/Blackground Records",0.729,0.807,6,-6.492,1,0.0936,0.181,0.75,0.319,0.765,114.742,4
spotify:track:2EBCVPNAG46nbgs6jXPGvv,"Starships","Pink Friday: Roman Reloaded The Re-Up (Explicit Version)","Nicki Minaj",2012-01-01,210626,81,true,204029,2019-04-13T00:18:34Z,"","Nicki Minaj/Cash Money",0.747,0.716,11,-2.457,0,0.0751,0.135,0,0.251,0.751,125.006,4
spotify:track:0jIa8Bckzoy7bgURBZXxNB,"The Sweet Escape","The Sweet Escape (UK Only Version)","Gwen Stefani,Akon",2006-01-01,246466,1,false,204029,2019-04-13T00:19:31Z,"","Universal Music Australia Pty. Ltd.",0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,4
spotify:track:190jyVPHYjAqEaOGmMzdyk,"Beauty And A Beat","Believe (Deluxe Edition)","Justin Bieber,Nicki Minaj",2012-06-15,227986,81,false,204029,2019-04-13T03:29:41Z,"","RBMG/Def Jam",0.602,0.843,0,-4.831,1,0.0593,0.000688,0.0000527,0.0682,0.526,128.003,4
spotify:track:5p7ujcrUXASCNwRaWNHR1C,"Without Me","Without Me","Halsey",2018-10-04,201660,27,true,204029,2019-04-13T03:39:59Z,"","Capitol Records",0.752,0.488,6,-7.05,1,0.0705,0.297,0.00000911,0.0936,0.533,136.041,4
spotify:track:3yfqSUWxFvZELEM4PmlwIR,"The Real Slim Shady","The Marshall Mathers LP","Eminem",2000-05-23,284200,87,true,204029,2019-04-13T03:42:52Z,"rap,hip hop","Interscope",0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,4
spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"Closer","Closer","The Chainsmokers,Halsey",2016-07-29,244960,89,false,204029,2019-04-13T03:47:56Z,"","Disruptor Records/Columbia",0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4
spotify:track:3mRLHiSHYtC8Hk7bzZdUs1,"River","Church Of Scars","Bishop Briggs",2018-04-20,216133,77,false,204029,2019-04-15T01:41:19Z,"","Teleport Records / Island Records",0.733,0.477,2,-6.737,0,0.0647,0.304,0.00000276,0.0579,0.547,62.507,4
spotify:track:1zVhMuH7agsRe6XkljIY4U,"human","human","Christina Perri",2013-11-18,250706,55,false,204029,2019-04-15T23:32:48Z,"soft pop","Atlantic Records",0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,4
spotify:track:3bC1ahPIYt1btJzSSEyyrF,"Whistle","Wild Ones","Flo Rida",2012-06-22,224653,80,false,204029,2019-04-23T21:48:25Z,"","Poe Boy/Atlantic",0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,4
spotify:track:6F5c58TMEs1byxUstkzVeM,"Roar","PRISM (Deluxe)","Katy Perry",2013-10-18,223546,75,false,204029,2019-04-25T13:43:04Z,"pop","Capitol Records (CAP)",0.671,0.771,7,-4.821,0,0.0316,0.00492,0.00000728,0.354,0.436,90.003,4
spotify:track:60wwxj6Dd9NJlirf84wr2c,"Clarity","Clarity","Zedd,Foxes",2012-01-01,271426,81,false,204029,2019-04-25T13:43:22Z,"edm","Interscope",0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128,4
spotify:track:67awxiNHNyjMXhVgsHuIrs,"Turn Down for What","Turn Down for What","DJ Snake,Lil Jon",2013-12-18,213733,73,false,204029,2019-04-25T13:44:47Z,"crunk","Columbia",0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4
spotify:track:6FB3v4YcR57y4tXFcdxI1E,"I Knew You Were Trouble.","Red (Big Machine Radio Release Special)","Taylor Swift",2012-10-22,219720,78,false,204029,2019-04-25T13:45:50Z,"","Big Machine Records, LLC",0.622,0.469,3,-6.798,0,0.0363,0.00454,0.00000225,0.0335,0.679,77.019,4
spotify:track:1GEBsLDvJGw7kviySRI6GX,"You Belong With Me","Fearless (Big Machine Radio Release Special)","Taylor Swift",2008-11-11,232120,74,false,204029,2019-04-25T13:46:27Z,"","Big Machine Records, LLC",0.687,0.745,6,-4.432,1,0.0379,0.178,0.0000159,0.111,0.435,129.966,4
spotify:track:5tf1VVWniHgryyumXyJM7w,"Sugar (feat. Francesco Yates)","Sugar","Robin Schulz,Francesco Yates",2015-09-25,219043,83,false,204029,2019-04-28T22:04:13Z,"tropical house","Tonspiel",0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,4
spotify:track:3TwtrR1yNLY1PMPsrGQpOp,"Superman (It's Not Easy)","America Town","Five For Fighting",2000-09-26,221693,71,false,204029,2019-04-30T12:59:45Z,"soft pop","Aware/Columbia",0.382,0.416,0,-9.303,1,0.0302,0.0733,0,0.0719,0.125,102.089,4
spotify:track:3A2yGHWIzmGEIolwonU69h,"Act Up","Girl Code","City Girls",2018-11-16,158332,68,true,204029,2019-05-01T09:41:20Z,"","Quality Control Music/Motown Records",0.938,0.638,8,-4.713,1,0.189,0.0167,0,0.111,0.313,97.075,4
spotify:track:6P415bdEuyzdqSp8BHvQ6Z,"Feel My Love","Feel My Love","Glenn Travis",2017-08-26,235363,25,false,204029,2019-05-02T11:36:51Z,"","Paradigm",0.597,0.666,1,-6.66,0,0.0601,0.0651,0,0.14,0.443,94.955,4
spotify:track:0gb1J5UrTpzaU1s3nupgCd,"No Money","No Money","Galantis",2016-04-01,189126,70,false,204029,2019-05-12T02:05:51Z,"","Big Beat Records",0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,4
spotify:track:0ifSeVGUr7py5GggttDhXw,"All About That Bass","All About That Bass","Meghan Trainor",2014-06-30,188754,61,true,204029,2019-05-12T02:15:18Z,"","Epic",0.811,0.879,9,-3.724,1,0.0514,0.0476,0.00000191,0.109,0.962,134.064,4
spotify:track:4XPWKmy05Rcff6TLHNoNF8,"Ghost","Chapter One (Deluxe Version)","Ella Henderson",2014-10-13,213213,64,false,204029,2019-05-12T02:15:42Z,"","Syco Music",0.68,0.84,9,-3.823,1,0.0414,0.0457,0.00000866,0.143,0.468,104.975,4
spotify:track:3cU2wBxuV6nFiuf6PJZNlC,"Dear Future Husband","Title (Deluxe)","Meghan Trainor",2015-01-12,184226,74,false,204029,2019-05-12T03:48:46Z,"","Epic",0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,4
spotify:track:0qOnSQQF0yzuPWsXrQ9paz,"Stereo Hearts (feat. Adam Levine)","The Papercut Chronicles II","Gym Class Heroes,Adam Levine",2011-11-11,210960,84,false,204029,2019-05-14T12:11:21Z,"","Decaydance/Fueled By Ramen",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
spotify:track:5uHYcK0nbEYgRaFTY5BqnP,"Magic (feat. Rivers Cuomo)","B.o.B Presents: The Adventures of Bobby Ray","B.o.B,Rivers Cuomo",2010-04-27,196133,68,false,204029,2019-05-14T12:12:33Z,"","Rebel Rock/Grand Hustle/Atlantic",0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,4
spotify:track:3HVWdVOQ0ZA45FuZGSfvns,"I Don't Care (with Justin Bieber)","I Don't Care (with Justin Bieber)","Ed Sheeran,Justin Bieber",2019-05-10,219946,77,false,204029,2019-05-17T14:18:27Z,"soft pop","Atlantic Records UK",0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,4
spotify:track:3C2xQqHVkhA1Ht17SzPRke,"Nothing to Regret","Nothing to Regret","Robinson",2018-02-23,208485,53,true,204029,2019-05-17T14:18:55Z,"","Dryden Street",0.697,0.521,5,-6.519,1,0.031,0.243,0,0.189,0.331,91.998,4
spotify:track:6oSmp7qnvAxUXeUKhl67a6,"1955","Drinking From The Sun Walking Under Stars Restrung","Hilltop Hoods,Montaigne,Tom Thum",2016-02-19,239280,67,false,204029,2019-05-17T14:19:00Z,"","Universal Music Australia Pty. Ltd.",0.766,0.5,11,-7.558,1,0.0695,0.719,0.00000591,0.304,0.71,84.044,4
spotify:track:14msK75pk3pA33pzPVNtBF,"7 rings","7 rings","Ariana Grande",2019-01-18,178640,6,true,204029,2019-05-17T14:19:05Z,"pop","Universal Records",0.725,0.321,1,-10.744,0,0.323,0.578,0,0.0884,0.319,70.142,4
spotify:track:3KkXRkHbMCARz0aVfEt68P,"Sunflower - Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Post Malone,Swae Lee",2018-12-14,158040,84,false,204029,2019-05-17T14:19:11Z,"","Universal Records",0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,4
spotify:track:3Te8uLyit6X3ncNW8Fp3K2,"Immortals","American Beauty/American Psycho","Fall Out Boy",2015-01-16,189386,78,false,204029,2019-05-17T14:19:15Z,"emo,pop punk","Island Records",0.616,0.868,2,-3.606,1,0.0699,0.00131,0.00000154,0.671,0.475,108.016,4
spotify:track:08bNPGLD8AhKpnnERrAc6G,"FRIENDS","FRIENDS","Marshmello,Anne-Marie",2018-02-09,202620,72,true,204029,2019-05-17T14:19:20Z,"edm","Atlantic Records UK",0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4
spotify:track:7vGuf3Y35N4wmASOKLUVVU,"Silence","Silence","Marshmello,Khalid",2017-08-11,180822,81,false,204029,2019-05-17T14:19:25Z,"edm","Joytime Collective/RCA Records",0.52,0.761,4,-3.093,1,0.0853,0.256,0.00000496,0.17,0.286,141.971,4
spotify:track:2mABflaNWHaeF2nFjzR3AC,"These Boots Are Made For Walkin' - Mono Single Version","Boots","Nancy Sinatra",1966-03,162507,0,false,204029,2019-05-17T14:19:30Z,"","Boots Enterprises, Inc.",0.628,0.589,9,-8.615,1,0.0722,0.281,0.0000691,0.249,0.563,165.844,4
spotify:track:7FYH5AW3bVfZHJIQpq3UOA,"I Don't Fuck With You","Dark Sky Paradise","Big Sean,E-40",2015-02-23,284386,77,true,204029,2019-05-17T14:19:35Z,"hyphy,west coast hip hop,g-funk","Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",0.824,0.733,1,-5.474,1,0.0614,0.0362,0,0.325,0.395,97.971,4
spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,"No Diggity","Another Level","Blackstreet,Dr. Dre,Queen Pen",1996-09-09,304600,82,false,204029,2019-05-17T14:19:40Z,"new jack swing,g-funk,gangster rap,west coast hip hop,hip hop,rap","Interscope",0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,4
spotify:track:6m1hYbfABsUSL3c7QFRBxB,"Without Me","Covers","Alec Chambers",2018-10-27,116506,52,true,204029,2019-05-17T14:19:51Z,"","1022227 Records DK",0.609,0.258,11,-12.602,0,0.0482,0.802,0,0.421,0.344,136.041,4
spotify:track:5vlTxb7BP5DWzpw8RgnzxR,"Before I Go","Before I Go","Guy Sebastian",2018-11-02,209424,47,false,204029,2019-05-17T14:20:06Z,"","Sony Music Entertainment",0.603,0.519,11,-5.814,0,0.0552,0.419,0,0.103,0.565,89.119,4
spotify:track:3EPXxR3ImUwfayaurPi3cm,"Be Alright","Be Alright","Dean Lewis",2018-06-29,196373,78,true,204029,2019-05-17T14:20:30Z,"","Universal Music Australia Pty. Ltd.",0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4
